phrase,site,timestamp,frequency
phrase_265,site_103,2008-11-16 20:15:16,80
phrase_65,site_55,2008-09-03 03:53:01,11
phrase_482,site_187,2008-09-20 04:43:42,25
phrase_411,site_103,2008-11-14 14:46:10,90
phrase_121,site_170,2008-12-27 10:55:50,23
phrase_405,site_120,2008-10-09 16:22:51,80
phrase_86,site_68,2008-12-08 13:34:38,80
phrase_240,site_173,2008-10-08 17:44:21,20
phrase_16,site_8,2008-09-06 23:51:02,63
phrase_147,site_140,2008-11-12 19:36:56,28
phrase_392,site_19,2008-09-21 17:45:16,53
phrase_293,site_135,2008-09-01 06:59:40,71
phrase_21,site_91,2008-12-05 01:58:37,57
phrase_50,site_33,2008-12-19 19:09:55,67
phrase_270,site_151,2008-12-12 17:06:29,69
phrase_131,site_27,2008-09-03 15:01:32,26
phrase_161,site_16,2008-11-01 12:00:35,13
phrase_313,site_118,2008-11-01 16:22:30,75
phrase_450,site_65,2008-12-28 23:14:57,33
phrase_485,site_132,2008-10-23 11:54:08,18
phrase_387,site_12,2008-12-23 07:50:25,78
phrase_198,site_174,2008-10-14 19:47:23,79
phrase_64,site_71,2008-09-09 21:24:52,9
phrase_310,site_94,2008-10-29 10:26:14,13
phrase_37,site_125,2008-12-21 01:41:14,92
phrase_265,site_48,2008-10-20 04:26:21,20
phrase_292,site_58,2008-10-07 16:20:44,84
phrase_119,site_30,2008-11-17 19:47:37,48
phrase_27,site_102,2008-11-21 18:06:05,9
phrase_476,site_169,2008-11-15 23:08:33,61
phrase_264,site_26,2008-09-27 02:21:19,94
phrase_106,site_44,2008-09-13 22:25:04,39
phrase_108,site_113,2008-12-27 05:03:21,31
phrase_284,site_140,2008-12-18 08:05:02,70
phrase_311,site_179,2008-11-22 04:04:56,87
phrase_27,site_92,2008-09-16 15:46:15,91
phrase_422,site_151,2008-09-07 12:23:05,28
phrase_455,site_195,2008-11-09 00:57:52,32
phrase_80,site_55,2008-10-19 00:03:08,68
phrase_335,site_40,2008-10-27 06:59:09,35
phrase_232,site_16,2008-12-03 05:49:14,64
phrase_93,site_19,2008-09-25 17:26:23,53
phrase_484,site_60,2008-11-03 04:27:42,29
phrase_456,site_120,2008-10-03 12:48:20,53
phrase_69,site_74,2008-10-16 03:51:11,64
phrase_497,site_180,2008-11-11 01:24:01,43
phrase_283,site_91,2008-09-24 17:48:32,29
phrase_472,site_130,2008-09-12 02:00:18,28
phrase_371,site_161,2008-12-14 23:11:26,79
phrase_299,site_133,2008-12-09 18:30:54,43
phrase_453,site_81,2008-12-08 15:18:07,65
phrase_399,site_17,2008-12-12 19:24:11,9
phrase_488,site_149,2008-09-22 00:59:30,80
phrase_140,site_104,2008-09-02 18:17:24,54
phrase_359,site_190,2008-11-03 22:12:36,87
phrase_62,site_5,2008-09-24 10:00:37,6
phrase_71,site_128,2008-12-27 19:48:17,74
phrase_105,site_81,2008-10-02 15:13:37,40
phrase_423,site_139,2008-11-12 10:01:31,80
phrase_37,site_133,2008-12-25 18:13:24,39
phrase_313,site_40,2008-11-08 01:06:50,77
phrase_203,site_200,2008-10-31 21:02:05,4
phrase_255,site_190,2008-12-09 03:17:57,42
phrase_284,site_89,2008-10-29 17:04:58,79
phrase_471,site_87,2008-09-17 12:32:50,17
phrase_496,site_181,2008-09-13 15:52:45,16
phrase_396,site_112,2008-10-25 18:08:18,72
phrase_426,site_137,2008-10-05 08:30:18,55
phrase_364,site_35,2008-10-31 07:37:07,44
phrase_122,site_111,2008-09-22 09:28:19,78
phrase_82,site_93,2008-11-21 12:05:37,60
phrase_41,site_93,2008-10-30 00:20:13,31
phrase_273,site_41,2008-09-22 23:53:02,56
phrase_272,site_124,2008-11-23 10:45:00,76
phrase_420,site_186,2008-09-28 19:40:23,47
phrase_330,site_66,2008-10-19 04:17:23,91
phrase_313,site_96,2008-09-27 02:28:10,96
phrase_257,site_145,2008-10-24 17:06:49,23
phrase_499,site_67,2008-12-21 08:20:41,38
phrase_403,site_19,2008-12-30 06:25:20,46
phrase_364,site_168,2008-09-03 03:28:49,98
phrase_414,site_86,2008-12-08 20:57:22,9
phrase_26,site_76,2008-09-11 21:23:19,21
phrase_415,site_184,2008-12-16 02:50:58,8
phrase_187,site_178,2008-09-05 14:11:54,48
phrase_362,site_196,2008-11-05 09:50:09,91
phrase_36,site_129,2008-10-09 12:45:01,45
phrase_190,site_61,2008-12-18 12:10:36,18
phrase_282,site_16,2008-09-07 19:23:35,35
phrase_286,site_98,2008-12-02 22:36:20,55
phrase_288,site_191,2008-11-23 10:45:07,51
phrase_76,site_123,2008-12-12 13:02:43,72
phrase_192,site_104,2008-12-25 23:18:52,31
phrase_3,site_183,2008-12-17 15:55:17,1
phrase_28,site_53,2008-12-13 19:46:17,37
phrase_460,site_99,2008-09-13 09:48:22,52
phrase_332,site_20,2008-12-30 14:28:22,40
phrase_301,site_66,2008-12-29 17:54:49,33
phrase_242,site_109,2008-10-09 04:20:14,87
phrase_258,site_58,2008-09-20 15:31:52,3
phrase_113,site_128,2008-10-03 18:19:57,85
phrase_271,site_15,2008-12-02 08:21:16,76
phrase_3,site_62,2008-09-15 21:48:06,21
phrase_88,site_11,2008-12-06 22:56:38,7
phrase_173,site_95,2008-11-15 04:34:57,45
phrase_29,site_190,2008-09-19 18:22:26,94
phrase_134,site_71,2008-11-14 02:43:20,73
phrase_152,site_197,2008-12-26 09:06:26,32
phrase_189,site_146,2008-10-28 22:36:32,8
phrase_169,site_8,2008-09-05 08:25:46,43
phrase_469,site_173,2008-10-18 23:47:14,64
phrase_101,site_156,2008-12-25 06:15:25,15
phrase_45,site_109,2008-12-24 23:28:50,73
phrase_458,site_4,2008-10-16 15:26:28,71
phrase_186,site_101,2008-10-08 16:22:45,87
phrase_317,site_53,2008-11-12 15:22:39,23
phrase_311,site_165,2008-11-22 18:30:58,57
phrase_334,site_13,2008-10-02 17:54:32,38
phrase_436,site_192,2008-12-26 19:17:49,19
phrase_480,site_103,2008-09-18 15:02:27,56
phrase_303,site_7,2008-11-13 21:06:38,73
phrase_67,site_47,2008-10-14 22:59:16,36
phrase_257,site_190,2008-11-21 18:36:57,14
phrase_111,site_21,2008-11-21 02:57:18,53
phrase_350,site_16,2008-10-20 20:48:23,65
phrase_381,site_188,2008-11-24 05:53:34,49
phrase_185,site_31,2008-09-29 14:33:08,1
phrase_436,site_192,2008-09-09 01:19:43,80
phrase_318,site_154,2008-11-11 13:59:10,30
phrase_381,site_49,2008-12-12 13:54:02,44
phrase_211,site_76,2008-12-26 13:35:58,52
phrase_491,site_144,2008-10-21 00:48:09,82
phrase_5,site_106,2008-11-18 04:55:41,51
phrase_423,site_179,2008-09-08 19:00:18,8
phrase_479,site_96,2008-11-23 02:17:08,3
phrase_237,site_114,2008-10-10 00:20:57,72
phrase_89,site_171,2008-09-22 05:53:03,35
phrase_308,site_33,2008-09-08 00:30:58,30
phrase_177,site_48,2008-10-19 23:20:16,61
phrase_344,site_38,2008-11-09 02:18:52,77
phrase_478,site_87,2008-10-21 16:11:46,19
phrase_446,site_121,2008-10-17 02:58:55,81
phrase_244,site_182,2008-09-28 02:10:29,50
phrase_393,site_56,2008-12-10 11:36:43,35
phrase_379,site_61,2008-11-18 17:24:29,84
phrase_137,site_64,2008-11-13 04:08:52,17
phrase_455,site_116,2008-09-28 08:21:21,67
phrase_341,site_41,2008-12-23 15:16:04,86
phrase_290,site_130,2008-09-22 09:57:45,54
phrase_135,site_44,2008-12-08 04:42:18,41
phrase_466,site_16,2008-11-08 18:54:27,76
phrase_483,site_37,2008-12-06 04:39:42,38
phrase_338,site_174,2008-12-20 16:17:45,23
phrase_468,site_185,2008-11-08 04:08:25,58
phrase_188,site_141,2008-10-11 10:29:56,34
phrase_91,site_187,2008-11-09 01:56:54,58
phrase_500,site_69,2008-09-19 21:37:33,23
phrase_89,site_15,2008-10-10 17:11:14,96
phrase_252,site_150,2008-09-30 23:37:33,33
phrase_489,site_39,2008-12-05 12:09:04,64
phrase_86,site_53,2008-12-27 07:52:56,43
phrase_88,site_73,2008-11-19 03:50:36,17
phrase_261,site_38,2008-11-10 10:15:06,14
phrase_233,site_73,2008-09-25 04:42:26,59
phrase_242,site_94,2008-12-05 00:40:23,21
phrase_237,site_31,2008-11-05 19:14:04,9
phrase_160,site_154,2008-10-29 04:29:43,41
phrase_25,site_177,2008-11-02 02:56:03,33
phrase_439,site_186,2008-10-10 12:47:23,12
phrase_422,site_101,2008-11-05 17:43:31,68
phrase_76,site_15,2008-09-20 17:20:23,75
phrase_472,site_38,2008-10-24 02:19:42,36
phrase_280,site_92,2008-10-09 13:14:20,77
phrase_199,site_109,2008-12-03 12:02:44,14
phrase_351,site_14,2008-11-14 14:41:54,30
phrase_487,site_195,2008-09-27 11:30:21,70
phrase_481,site_30,2008-09-28 12:30:55,62
phrase_205,site_102,2008-09-13 01:22:05,16
phrase_344,site_44,2008-11-15 21:22:42,74
phrase_368,site_63,2008-09-17 06:35:28,82
phrase_48,site_180,2008-12-20 14:04:52,24
phrase_120,site_20,2008-12-16 09:08:01,3
phrase_205,site_82,2008-12-13 20:16:32,30
phrase_372,site_53,2008-12-17 16:20:37,74
phrase_107,site_4,2008-11-28 19:03:13,49
phrase_448,site_52,2008-10-11 22:29:32,90
phrase_307,site_135,2008-10-04 18:54:30,31
phrase_73,site_131,2008-10-08 11:05:08,64
phrase_218,site_47,2008-12-06 01:31:29,14
phrase_404,site_176,2008-12-12 21:10:57,78
phrase_339,site_49,2008-10-21 19:22:22,25
phrase_375,site_157,2008-11-04 13:44:11,74
phrase_381,site_176,2008-09-22 04:58:48,73
phrase_262,site_16,2008-12-08 20:42:30,94
phrase_265,site_139,2008-09-27 08:56:06,22
phrase_368,site_42,2008-12-03 17:32:07,29
phrase_204,site_151,2008-12-05 21:09:09,50
phrase_143,site_40,2008-12-23 12:16:03,35
phrase_336,site_143,2008-11-24 14:58:43,71
phrase_306,site_151,2008-10-06 08:09:05,82
phrase_291,site_176,2008-11-18 01:20:39,10
phrase_7,site_91,2008-11-12 01:32:59,92
phrase_431,site_94,2008-11-01 06:32:04,29
phrase_497,site_91,2008-12-04 09:56:40,38
phrase_59,site_44,2008-11-15 15:54:22,25
phrase_264,site_143,2008-10-19 06:16:17,94
phrase_367,site_187,2008-11-09 18:46:57,79
phrase_57,site_145,2008-11-14 01:51:07,60
phrase_315,site_108,2008-12-28 15:38:11,13
phrase_188,site_37,2008-10-26 21:36:00,61
phrase_419,site_179,2008-09-01 07:05:01,42
phrase_478,site_84,2008-12-17 23:35:21,84
phrase_275,site_52,2008-11-01 01:30:44,4
phrase_269,site_162,2008-12-22 19:49:06,99
phrase_469,site_29,2008-09-14 08:33:20,25
phrase_159,site_33,2008-09-13 07:01:46,73
phrase_143,site_161,2008-10-27 20:28:00,62
phrase_49,site_173,2008-10-26 20:09:35,20
phrase_462,site_189,2008-09-28 22:49:55,91
phrase_421,site_90,2008-09-03 14:26:31,89
phrase_117,site_195,2008-12-11 11:26:16,17
phrase_413,site_74,2008-12-23 10:40:37,98
phrase_309,site_6,2008-09-12 21:33:43,34
phrase_367,site_52,2008-09-15 17:27:35,33
phrase_213,site_91,2008-12-26 13:02:40,51
phrase_311,site_31,2008-10-17 09:09:11,80
phrase_401,site_136,2008-10-30 22:31:00,71
phrase_246,site_3,2008-11-05 20:51:26,17
phrase_224,site_95,2008-10-12 04:50:55,11
phrase_304,site_186,2008-10-24 13:24:50,33
phrase_284,site_101,2008-10-30 21:14:37,4
phrase_498,site_55,2008-09-12 10:36:12,1
phrase_384,site_106,2008-10-13 19:07:00,4
phrase_205,site_9,2008-09-20 10:56:48,55
phrase_156,site_171,2008-09-04 01:55:56,32
phrase_453,site_170,2008-10-27 07:50:48,67
phrase_131,site_153,2008-09-16 19:28:48,13
phrase_294,site_195,2008-10-12 09:06:17,47
phrase_404,site_53,2008-12-06 04:33:51,43
phrase_287,site_129,2008-09-14 08:13:51,21
phrase_375,site_79,2008-10-03 03:07:24,37
phrase_356,site_61,2008-11-16 20:33:12,95
phrase_66,site_82,2008-12-17 08:57:45,86
phrase_463,site_139,2008-10-09 04:36:16,25
phrase_418,site_6,2008-12-17 22:55:31,78
phrase_419,site_49,2008-11-04 13:24:03,12
phrase_362,site_132,2008-11-25 09:02:05,55
phrase_374,site_54,2008-11-27 08:20:48,51
phrase_34,site_15,2008-12-24 07:40:51,22
phrase_8,site_149,2008-10-21 12:41:34,44
phrase_215,site_35,2008-12-23 18:33:38,5
phrase_353,site_117,2008-09-15 13:51:11,7
phrase_113,site_89,2008-11-06 15:23:28,32
phrase_407,site_157,2008-12-28 23:32:00,9
phrase_196,site_44,2008-12-21 15:49:35,24
phrase_334,site_187,2008-10-08 08:16:10,74
phrase_175,site_142,2008-11-19 00:19:19,2
phrase_24,site_139,2008-12-12 05:04:53,3
phrase_297,site_97,2008-11-18 19:48:42,8
phrase_219,site_19,2008-10-28 17:01:15,66
phrase_329,site_156,2008-12-04 00:59:28,56
phrase_268,site_101,2008-12-19 03:58:13,3
phrase_50,site_75,2008-11-02 01:03:51,34
phrase_473,site_180,2008-11-05 04:40:50,3
phrase_385,site_196,2008-10-10 08:04:17,12
phrase_443,site_89,2008-10-08 06:26:03,6
phrase_39,site_58,2008-12-28 15:58:36,99
phrase_291,site_138,2008-10-10 14:22:35,94
phrase_494,site_128,2008-12-22 05:13:16,38
phrase_461,site_56,2008-12-15 13:16:17,4
phrase_443,site_149,2008-12-13 15:44:55,38
phrase_127,site_168,2008-11-21 21:01:12,92
phrase_382,site_193,2008-10-14 21:40:25,81
phrase_301,site_148,2008-12-22 07:22:53,53
phrase_131,site_64,2008-11-03 14:12:13,84
phrase_426,site_61,2008-12-05 22:07:23,60
phrase_295,site_36,2008-09-21 13:43:42,48
phrase_467,site_41,2008-10-30 09:12:57,44
phrase_94,site_6,2008-09-03 04:23:24,8
phrase_482,site_115,2008-11-23 19:16:47,27
phrase_268,site_56,2008-09-01 04:06:44,61
phrase_395,site_54,2008-09-19 04:13:31,16
phrase_266,site_189,2008-09-07 14:31:22,17
phrase_386,site_153,2008-10-19 10:05:07,41
phrase_461,site_138,2008-11-07 18:05:38,88
phrase_305,site_168,2008-12-25 21:30:59,35
phrase_322,site_177,2008-11-09 23:56:14,31
phrase_478,site_31,2008-12-02 17:52:19,87
phrase_418,site_53,2008-09-17 23:48:24,34
phrase_263,site_167,2008-11-05 07:13:05,79
phrase_335,site_48,2008-09-21 10:06:57,25
phrase_420,site_27,2008-12-18 11:33:05,34
phrase_293,site_85,2008-09-10 11:34:20,23
phrase_281,site_119,2008-09-22 20:14:01,34
phrase_404,site_117,2008-09-11 20:51:38,89
phrase_428,site_97,2008-09-20 11:24:40,74
phrase_228,site_144,2008-09-25 00:42:42,49
phrase_292,site_149,2008-10-22 13:17:02,60
phrase_483,site_81,2008-12-02 14:25:56,20
phrase_63,site_106,2008-11-14 00:37:31,18
phrase_273,site_51,2008-12-26 11:53:31,27
phrase_294,site_113,2008-10-15 17:43:56,29
phrase_484,site_12,2008-10-22 18:36:40,16
phrase_127,site_173,2008-12-25 20:24:45,14
phrase_179,site_195,2008-10-08 02:12:17,89
phrase_215,site_182,2008-11-28 18:36:40,10
phrase_181,site_76,2008-11-22 03:26:24,78
phrase_159,site_157,2008-10-18 02:56:14,79
phrase_483,site_32,2008-11-09 09:42:46,4
phrase_341,site_40,2008-11-17 09:14:18,33
phrase_293,site_100,2008-10-02 09:27:12,87
phrase_51,site_193,2008-11-10 14:05:54,55
phrase_9,site_83,2008-12-09 22:04:43,12
phrase_368,site_33,2008-09-23 09:57:36,7
phrase_225,site_89,2008-11-10 23:45:32,23
phrase_255,site_99,2008-12-29 02:45:54,17
phrase_343,site_185,2008-09-04 12:01:48,50
phrase_428,site_76,2008-10-22 13:00:16,85
phrase_335,site_5,2008-10-21 09:59:04,92
phrase_167,site_48,2008-10-27 13:08:29,96
phrase_20,site_116,2008-11-20 02:02:44,25
phrase_498,site_195,2008-11-19 08:55:26,47
phrase_220,site_16,2008-11-02 19:12:47,13
phrase_267,site_13,2008-10-10 18:25:09,40
phrase_139,site_63,2008-09-03 13:33:55,93
phrase_357,site_106,2008-09-01 14:03:05,48
phrase_431,site_147,2008-09-19 06:37:58,54
phrase_187,site_198,2008-12-30 09:33:40,49
phrase_299,site_7,2008-10-15 03:53:41,91
phrase_142,site_62,2008-11-29 21:49:22,100
phrase_328,site_186,2008-12-22 14:51:01,1
phrase_420,site_8,2008-10-10 18:33:32,73
phrase_168,site_34,2008-09-06 16:41:25,44
phrase_222,site_157,2008-10-26 13:05:01,92
phrase_117,site_89,2008-10-19 20:45:28,95
phrase_429,site_121,2008-12-11 16:59:13,15
phrase_328,site_75,2008-11-05 03:47:40,38
phrase_267,site_144,2008-10-24 14:54:08,36
phrase_13,site_173,2008-11-08 07:02:34,98
phrase_403,site_200,2008-10-23 16:58:05,16
phrase_376,site_127,2008-09-06 11:37:36,9
phrase_175,site_7,2008-12-04 23:45:54,86
phrase_134,site_128,2008-09-26 06:00:12,18
phrase_118,site_77,2008-09-28 23:42:30,91
phrase_109,site_161,2008-11-07 23:58:05,58
phrase_427,site_182,2008-10-08 14:02:20,87
phrase_33,site_144,2008-12-20 19:04:52,11
phrase_118,site_155,2008-09-21 15:14:51,53
phrase_330,site_119,2008-11-27 14:33:41,87
phrase_1,site_38,2008-09-11 09:35:36,72
phrase_67,site_22,2008-09-06 20:07:06,27
phrase_425,site_1,2008-09-28 10:46:43,6
phrase_92,site_11,2008-10-26 12:50:08,86
phrase_137,site_11,2008-10-26 03:28:16,56
phrase_63,site_156,2008-12-23 14:07:23,34
phrase_300,site_133,2008-10-31 20:04:31,72
phrase_183,site_28,2008-12-11 08:27:19,22
phrase_48,site_134,2008-10-07 07:22:06,14
phrase_414,site_178,2008-10-22 12:53:47,13
phrase_337,site_120,2008-12-23 07:41:16,59
phrase_165,site_182,2008-10-13 16:09:51,83
phrase_19,site_176,2008-11-02 10:47:39,98
phrase_232,site_171,2008-11-13 11:46:03,3
phrase_415,site_99,2008-11-09 08:53:44,51
phrase_322,site_192,2008-10-06 12:42:18,65
phrase_327,site_192,2008-09-18 18:49:55,26
phrase_113,site_181,2008-12-02 12:32:02,21
phrase_442,site_113,2008-12-23 06:07:04,2
phrase_404,site_126,2008-10-04 07:13:21,39
phrase_361,site_133,2008-12-26 06:15:47,37
phrase_252,site_126,2008-12-11 22:50:04,92
phrase_475,site_86,2008-10-13 06:15:59,32
phrase_283,site_176,2008-12-25 02:43:28,50
phrase_146,site_12,2008-12-03 01:06:22,27
phrase_439,site_18,2008-09-22 11:25:16,90
phrase_401,site_175,2008-12-30 14:32:49,93
phrase_172,site_118,2008-10-02 20:43:23,14
phrase_184,site_25,2008-10-23 02:57:53,54
phrase_420,site_48,2008-09-08 04:15:01,2
phrase_494,site_195,2008-11-15 21:08:16,31
phrase_96,site_150,2008-12-11 14:46:54,69
phrase_8,site_108,2008-12-17 07:56:20,63
phrase_477,site_125,2008-09-09 20:21:19,27
phrase_310,site_83,2008-12-23 00:07:45,52
phrase_367,site_76,2008-10-12 18:15:00,99
phrase_47,site_149,2008-12-21 05:49:56,6
phrase_202,site_139,2008-12-22 04:22:30,65
phrase_288,site_14,2008-12-22 14:11:52,77
phrase_171,site_88,2008-10-16 10:33:56,63
phrase_54,site_68,2008-09-13 14:51:09,63
phrase_195,site_89,2008-12-27 21:15:26,81
phrase_150,site_102,2008-12-28 03:11:08,62
phrase_423,site_175,2008-10-11 02:24:07,95
phrase_39,site_70,2008-12-09 18:04:55,50
phrase_1,site_54,2008-11-17 03:37:46,76
phrase_364,site_111,2008-11-16 04:52:31,66
phrase_203,site_18,2008-10-07 11:18:02,48
phrase_351,site_77,2008-10-19 08:11:53,45
phrase_183,site_185,2008-12-02 17:41:37,51
phrase_423,site_169,2008-09-14 21:40:02,76
phrase_302,site_124,2008-12-10 04:02:55,80
phrase_313,site_5,2008-09-03 08:11:48,8
phrase_477,site_197,2008-12-02 19:15:41,86
phrase_102,site_138,2008-12-03 15:32:39,34
phrase_182,site_195,2008-11-15 13:09:28,79
phrase_220,site_13,2008-12-20 07:16:31,88
phrase_436,site_67,2008-11-27 12:54:46,9
phrase_463,site_96,2008-10-14 22:16:31,85
phrase_492,site_101,2008-09-29 13:22:46,33
phrase_235,site_186,2008-09-02 06:45:39,84
phrase_226,site_30,2008-11-03 21:32:46,73
phrase_6,site_162,2008-12-29 09:16:40,65
phrase_137,site_142,2008-12-10 02:26:16,47
phrase_272,site_58,2008-11-26 14:55:57,51
phrase_284,site_91,2008-10-03 18:23:49,72
phrase_450,site_169,2008-09-18 22:35:22,52
phrase_438,site_188,2008-09-14 15:07:40,27
phrase_124,site_122,2008-10-06 21:53:44,97
phrase_169,site_181,2008-11-06 09:57:15,89
phrase_2,site_169,2008-12-17 03:28:31,58
phrase_107,site_2,2008-10-12 18:48:19,56
phrase_155,site_23,2008-10-21 01:45:10,90
phrase_339,site_125,2008-11-25 11:08:08,8
phrase_355,site_120,2008-10-20 07:22:01,11
phrase_268,site_104,2008-10-07 09:29:56,98
phrase_115,site_136,2008-09-16 21:07:04,35
phrase_135,site_167,2008-10-24 20:23:44,75
phrase_372,site_38,2008-12-19 04:05:01,99
phrase_159,site_190,2008-09-24 07:28:48,71
phrase_470,site_119,2008-10-09 11:33:42,11
phrase_177,site_114,2008-11-13 00:46:45,10
phrase_315,site_41,2008-09-25 04:33:28,32
phrase_263,site_24,2008-10-16 06:55:08,91
phrase_493,site_4,2008-11-14 19:14:43,13
phrase_491,site_193,2008-11-03 14:15:08,68
phrase_223,site_164,2008-09-02 17:49:43,85
phrase_229,site_62,2008-12-03 07:37:33,54
phrase_492,site_137,2008-09-07 19:27:26,1
phrase_154,site_32,2008-12-02 22:33:12,66
phrase_50,site_191,2008-10-26 09:00:46,11
phrase_255,site_5,2008-12-21 14:44:55,81
phrase_26,site_199,2008-11-07 23:00:27,58
phrase_107,site_27,2008-12-20 15:22:22,59
phrase_101,site_168,2008-10-27 00:53:31,48
phrase_464,site_69,2008-10-14 19:35:10,27
phrase_313,site_23,2008-09-02 00:03:39,59
phrase_169,site_33,2008-11-19 17:10:22,44
phrase_446,site_178,2008-10-15 22:44:36,22
phrase_168,site_154,2008-09-10 08:15:13,82
phrase_323,site_108,2008-11-01 23:52:55,100
phrase_208,site_68,2008-12-02 11:49:42,32
phrase_312,site_79,2008-11-19 13:22:17,25
phrase_152,site_80,2008-10-17 04:17:02,83
phrase_146,site_161,2008-09-12 15:54:07,95
phrase_408,site_27,2008-10-11 00:19:27,13
phrase_377,site_193,2008-12-06 03:37:45,77
phrase_492,site_35,2008-11-07 17:43:17,15
phrase_124,site_173,2008-10-04 02:14:47,42
phrase_36,site_39,2008-10-09 23:07:58,78
phrase_312,site_178,2008-09-03 09:50:39,62
phrase_193,site_70,2008-12-24 05:22:34,69
phrase_151,site_133,2008-10-05 11:09:20,23
phrase_6,site_174,2008-09-28 00:52:08,14
phrase_427,site_150,2008-12-20 06:23:07,12
phrase_432,site_7,2008-11-11 18:29:52,62
phrase_283,site_14,2008-09-11 13:15:36,71
phrase_439,site_71,2008-10-20 15:43:43,33
phrase_246,site_96,2008-10-20 18:32:47,81
phrase_221,site_149,2008-12-26 08:37:00,59
phrase_440,site_194,2008-10-23 06:24:30,60
phrase_124,site_145,2008-11-08 15:19:12,1
phrase_344,site_145,2008-10-06 23:28:46,76
phrase_78,site_108,2008-12-27 22:56:37,80
phrase_111,site_176,2008-12-10 13:14:30,82
phrase_398,site_130,2008-12-03 22:27:36,47
phrase_219,site_18,2008-10-31 16:05:09,27
phrase_154,site_122,2008-12-27 16:54:59,48
phrase_227,site_172,2008-10-20 11:07:51,77
phrase_240,site_118,2008-12-15 20:13:52,19
phrase_440,site_17,2008-12-23 03:40:28,96
phrase_105,site_92,2008-11-17 07:23:55,45
phrase_226,site_152,2008-09-24 05:06:11,32
phrase_92,site_186,2008-10-22 18:17:41,42
phrase_455,site_74,2008-11-28 10:46:06,57
phrase_89,site_100,2008-12-07 15:23:19,15
phrase_311,site_84,2008-12-13 11:59:50,55
phrase_127,site_127,2008-11-07 19:03:27,89
phrase_90,site_136,2008-09-04 16:03:02,14
phrase_117,site_137,2008-10-13 07:32:51,40
phrase_395,site_157,2008-11-10 09:17:17,10
phrase_130,site_10,2008-12-22 18:27:33,23
phrase_303,site_22,2008-11-24 02:00:49,26
phrase_216,site_4,2008-12-24 12:56:21,24
phrase_69,site_20,2008-10-26 11:20:58,42
phrase_464,site_94,2008-10-26 12:34:41,59
phrase_449,site_149,2008-12-21 15:03:22,45
phrase_323,site_96,2008-09-07 17:37:59,23
phrase_97,site_42,2008-11-09 08:44:32,25
phrase_148,site_101,2008-10-30 14:29:21,18
phrase_313,site_195,2008-11-06 22:48:29,30
phrase_190,site_39,2008-09-07 14:23:12,24
phrase_467,site_170,2008-09-24 22:21:08,72
phrase_88,site_160,2008-10-05 03:12:45,28
phrase_205,site_53,2008-10-14 22:09:32,44
phrase_324,site_63,2008-10-26 18:46:26,94
phrase_383,site_159,2008-09-24 00:27:24,56
phrase_266,site_163,2008-11-08 15:53:01,5
phrase_409,site_3,2008-10-27 19:41:00,36
phrase_403,site_30,2008-09-14 02:18:11,21
phrase_18,site_127,2008-09-30 04:31:34,4
phrase_57,site_110,2008-11-24 00:35:05,62
phrase_496,site_16,2008-09-03 10:37:05,33
phrase_422,site_145,2008-09-20 02:43:39,64
phrase_250,site_148,2008-10-06 09:31:27,41
phrase_297,site_186,2008-10-24 07:26:44,12
phrase_480,site_84,2008-10-27 02:48:42,59
phrase_313,site_67,2008-12-16 15:12:04,71
phrase_484,site_14,2008-09-11 10:08:45,99
phrase_279,site_171,2008-10-25 16:38:36,97
phrase_144,site_37,2008-09-21 21:52:33,68
phrase_410,site_85,2008-10-04 18:35:36,9
phrase_350,site_188,2008-09-15 07:31:12,57
phrase_140,site_170,2008-12-20 01:29:34,73
phrase_177,site_103,2008-12-08 18:35:08,89
phrase_444,site_13,2008-10-06 08:55:00,90
phrase_81,site_117,2008-12-07 19:15:04,95
phrase_283,site_117,2008-11-29 05:47:09,51
phrase_338,site_3,2008-09-15 07:38:10,96
phrase_230,site_176,2008-12-04 20:56:37,10
phrase_493,site_197,2008-09-07 19:03:35,8
phrase_497,site_163,2008-12-23 05:37:42,85
phrase_127,site_119,2008-11-14 23:27:05,51
phrase_471,site_177,2008-09-24 23:08:12,27
phrase_126,site_1,2008-12-25 00:34:57,26
phrase_500,site_176,2008-11-28 18:58:16,42
phrase_107,site_184,2008-12-04 00:34:39,18
phrase_451,site_72,2008-11-25 04:11:15,40
phrase_181,site_10,2008-09-18 23:04:12,27
phrase_80,site_143,2008-12-03 12:18:29,78
phrase_57,site_121,2008-09-03 07:38:25,90
phrase_478,site_152,2008-09-15 21:49:52,83
phrase_462,site_166,2008-09-30 17:46:02,68
phrase_125,site_161,2008-11-26 16:11:56,59
phrase_373,site_44,2008-12-13 14:41:11,47
phrase_102,site_190,2008-09-02 22:48:48,49
phrase_37,site_146,2008-09-16 18:19:34,15
phrase_140,site_174,2008-12-25 23:06:16,59
phrase_348,site_147,2008-11-23 05:50:44,67
phrase_283,site_63,2008-11-18 01:39:51,53
phrase_61,site_154,2008-11-13 22:09:47,17
phrase_59,site_88,2008-10-17 11:46:32,54
phrase_346,site_18,2008-12-05 10:38:09,70
phrase_118,site_132,2008-12-02 07:54:56,31
phrase_485,site_175,2008-11-06 08:35:33,83
phrase_459,site_140,2008-12-07 20:47:32,83
phrase_1,site_151,2008-09-19 23:17:56,17
phrase_409,site_41,2008-10-10 13:57:45,10
phrase_293,site_172,2008-10-05 18:53:53,76
phrase_493,site_112,2008-10-04 23:37:31,62
